No,Category,Word,POS,Phonetic,Meaning,Synonym,Example_EN,Example_JA,Level
0767,,worldwide,形 / 副,/ˈwɝɫdˈwaɪd/,[形] 世界的な / [副] 世界的に,,Climate change is a worldwide issue that requires immediate attention.,気候変動は，早急な対応が必要な世界規模の問題である。,基本単語
0768,,resemble,動,"/ɹiˈzɛmbəɫ/, /ɹɪˈzɛmbəɫ/",[動] に似ている,,"The two brothers resemble each other, but have completely different personalities.",その二人の兄弟は，見た目は似ているが，性格はまったく異なっている。,基本単語
0769,,compel,動,/kəmˈpɛɫ/,[動] ①(compel 〜 to doで)〜に〜することを強いる ②を強要する,,The new evidence presented compelled the jury to reach a guilty verdict.,提出されたその新たな証拠により，陪審員は有罪判決を下さざるを得なくなった。,基本単語
0770,,rid,動,/ˈɹɪd/,[動] (rid A of Bで) A（場所・人・物など）からBを取り除く,,"He wants to rid his house of old magazines, which he bought about 10 years ago.",彼は，自宅にある何冊もの古い雑誌を処分したがっているが，それは彼が10年ほど前に購入したものだった。,基本単語
0771,,trigger,名 / 動,/ˈtɹɪɡɝ/,[名] ①（紛争などの）きっかけ ②引き金 / [動] を引き起こす,,Certain smells and sounds can trigger memories from one’s childhood.,特定の匂いや音は，子どもの頃の記憶を呼び起こすことがある。,基本単語
0772,,signature,名,/ˈsɪɡnətʃɝ/,[名] 署名、サイン,,A handwritten signature is required to finalise the legal document.,法律文書の効力を確定するには，手書きによる署名が必要である。,基本単語
0773,,expose,動,/ɪkˈspoʊz/,[動] ①を（日光・危険などに）さらす ②を暴露する,,The investigation exposed corruption within the government.,その調査が，政府内部の腐敗を明らかにした。,基本単語
0774,,symptom,名,/ˈsɪmptəm/,[名] ①症状 ②兆候,,Everyone knows that fever is a common symptom of the flu.,誰もが，発熱がインフルエンザの一般的な症状であることを知っている。,基本単語
0775,,bind,動,/ˈbaɪnd/,[動] ①を縛る、を拘束する ②をくっつける,,The shared experience helped bind the people of that generation together.,その共通の経験が，その世代の人々を結びつけるのに役立った。,基本単語
0776,,interrupt,動,/ˌɪntɝˈəpt/,[動] ①に口をはさむ ②を中断させる,,The loud ringtone interrupted their serious conversation.,その大きな着信音が，彼らの真剣な会話を中断させた。,基本単語
0777,,trace,動 / 名,/ˈtɹeɪs/,[動] ①を捜し出す ②をたどる ③をなぞる / [名] 形跡、跡,,They were able to trace the origins of the Japanese people.,彼らは，日本人の起源をたどることができた。,基本単語
0778,,usage,名,"/ˈjusədʒ/, /ˈjusɪdʒ/",[名] ①語法 ②使用法,,The app tracks your smartphone data usage throughout the month.,そのアプリは，あなたのスマートフォンのデータ使用を１カ月にわたって追跡している。,基本単語
0779,,frustrate,動,/ˈfɹəsˌtɹeɪt/,[動] ①（計画など）を挫折させる ②をいらいらさせる,,I often feel frustrated when there is a lack of progress in my work.,私は，自分の仕事がはかどらないときに，いらいらすることがよくある。,基本単語
0780,,astonish,動,/əˈstɑnɪʃ/,[動] を驚かせる、をびっくりさせる,,"The magician’s new trick astonished the audience, making them speechless.",その手品師の新しい手品は，観客をとても驚かせて言葉を失わせた。,基本単語
0781,,persist,動,/pɝˈsɪst/,[動] ①(persist in 〜で)〜に固執する ②持続する,,"Despite the many challenges, she persisted in pursuing her dream.",数々の困難にもかかわらず，彼女は夢をあきらめずに追い続けた。,基本単語
0782,,spoil,動,/ˈspɔɪɫ/,[動] ①を台なしにする ②（人）を甘やかす,,The surprise party for her was unfortunately spoiled when she found out about it.,彼女のためのサプライズパーティーは，残念なことに，彼女がそれを知って台なしになった。,基本単語
0783,,reverse,動 / 名,"/ɹiˈvɝs/, /ɹɪˈvɝs/",[動] ①を覆す ②を逆にする / [名] 逆の、反対の,,The judge decided to reverse the decision after receiving new information.,その裁判官は，新しい情報を受けた後，判断を覆すことにした。,基本単語
0784,,misleading,形,/mɪˈsɫidɪŋ/,[形] 誤解を招くような,,The report was rather misleading and caused confusion among the readers.,その報告書は，かなりの誤解を招くもので，読者の間に混乱を巻き起こした。,基本単語
0785,,passive,形,/ˈpæsɪv/,[形] 受け身の、消極的な,,Passive smoking is very harmful to those who don’t smoke.,受動喫煙は，喫煙をしない人にとって非常に有害である。,基本単語
0786,,appetite,名,/ˈæpəˌtaɪt/,[名] ①食欲 ②欲求,,I didn’t have much of an appetite due to the summer heat.,私は，夏の暑さのせいで食欲があまりなかった。,基本単語
0787,,eager,形,/ˈiɡɝ/,[形] 熱望して、熱心な,,He was eager to start his new job and learn new skills.,彼は新しい仕事を始め，新たなスキルを身につけることを切望していた。,基本単語
0788,,illusion,名,/ˌɪˈɫuʒən/,[名] 幻想、錯覚,,She is under the illusion that success comes easily.,彼女は，成功は簡単に手に入るという思い違いをしている。,基本単語
0789,,selfish,形,/ˈsɛɫfɪʃ/,[形] わがままな、自己本位の,,His selfish behaviour caused some problems among the team members.,彼のわがままな行動は，チームメンバーの間にいくつかの問題を引き起こした。,基本単語
0790,,steady,形,/ˈstɛdi/,[形] 安定した、確実な,,I kept a steady pace throughout the marathon.,私はマラソンを走っている間はずっと，一定のペースを保っていた。,基本単語
0791,,slight,形,/ˈsɫaɪt/,[形] わずかな,,There was a slight increase in the number of international students last year.,昨年，留学生の数にはわずかな増加が見られた。,基本単語
0792,,doubtful,形,/ˈdaʊtfəɫ/,[形] ①疑わしい ②不確実な,,She was doubtful about the success of his new business.,彼女は，彼の新しいビジネスが成功するかどうか疑わしく思っていた。,基本単語
0793,,heal,動,/ˈhiɫ/,[動] を癒やす、を治す,,The doctor told me that the wound would take weeks to heal completely.,医者は私に，その傷が完全に治るまで何週間もかかるだろうと言った。,基本単語
0794,,seek,動,/ˈsik/,[動] ①を捜し求める ②を得ようとする,,We will seek advice from a professional before making the decision.,私たちは，その決定を下す前に専門家のアドバイスを求めるつもりだ。,基本単語
0795,,raw,形,/ˈɹɑ/,[形] 生の、未加工の,,The chef used raw fish and vegetables to create a unique dish.,そのシェフは，生魚と野菜を使って独自の料理を作った。,基本単語
0796,,flesh,名,/ˈfɫɛʃ/,[名] 肉、肉体,,I cut into the flesh of the ripe fruit with a sharp knife.,私は，熟した果物の果肉に鋭いナイフを入れた。,基本単語
0797,,pat,動,/ˈpæt/,[動] を何度も軽くたたく,,"When Mary comes home, her dog always waits for her to pat him on the head.",メアリーが家に帰ると，彼女の犬はいつも彼女が頭をなでてくれるのを待っている。,基本単語
0798,,tap,動 / 名,/ˈtæp/,[動] を軽くたたく / [名] 蛇口,,I was tapping my fingers nervously on my bag in the waiting space.,私は，待合室で，神経質に指先で自分のカバンを軽く叩いていた。,基本単語
0799,,unexpected,形,/ˌənɪkˈspɛktɪd/,[形] 思いがけない,,The news of her winning the award was completely unexpected.,彼女がその賞を受賞したというニュースは，まったく思いがけないものだった。,基本単語
0800,,divorce,名,/dɪˈvɔɹs/,[名] 離婚,,They finally decided to divorce after years of trying to make the relationship work.,彼らは，何年も関係をうまく続けようと努力した末に，とうとう離婚することを決意した。,基本単語
0801,,fool,名 / 動,/ˈfuɫ/,[名] 愚か者 / [動] をだます,,He played the fool and made everybody laugh at the party.,そのパーティーで，彼はおどけてみせて，みんなを笑わせた。,基本単語
0802,,underneath,前,/ˌəndɝˈniθ/,[前] の下に,,He wore a warm sweater underneath his coat to stay warm.,彼は暖かさを保つために，コートの下に暖かいセーターを着ていた。,基本単語
0803,,triumph,名,/ˈtɹaɪəmf/,[名] 勝利、成功,,Winning the championship was such a triumph for the entire team.,選手権で優勝したことは，チーム全体にとって大きな功績だった。,基本単語
0804,,sensation,名,/sɛnˈseɪʃən/,[名] 感覚、知覚,,The athlete felt a strange sensation in his arm after the exercise.,そのアスリートは，その運動をした後で，腕に奇妙な感覚を覚えた。,基本単語
0805,,liberty,名,/ˈɫɪbɝˌti/,[名] 自由,,The people fought for their liberty and finally had a new government.,人々は自分たちの自由のために戦い，ついに新たな政府を手にした。,基本単語
0806,,charm,名,/ˈtʃɑɹm/,[名] ①魅力 ②まじない,,Her charm made her very popular among her colleagues.,彼女の魅力が，同僚たちの間で彼女をたいへんな人気者にした。,基本単語
0807,,neat,形,/ˈnit/,[形] きちんと整理された,,"My sister’s room is always neat, with everything in its proper place.",私の妹の部屋はいつも片づいていて，あらゆる物がきちんと整頓されている。,基本単語
0808,,messy,形,/ˈmɛsi/,[形] 散らかった,,"This desk is always messy, with sheets of paper all over it.",この机はいつも乱雑で，紙が一面に散らばっている。,基本単語
0809,,pour,動,/ˈpɔɹ/,[動] を注ぐ,,The waiter poured a glass of wine for the man sitting at the table.,ウェイターは，そのテーブルに座っている男性にワインを注いだ。,基本単語
0810,,receipt,名,"/ɹiˈsit/, /ɹɪˈsit/",[名] 領収書,,I tend to keep my receipts in case I need to return items.,私は返品が必要となる場合に備えて，領収書を取っておくようにしている。,基本単語
0811,,appoint,動,/əˈpɔɪnt/,[動] を任命［指名］する,,The board has appointed a new CEO to run the company.,その取締役会は，会社を経営する新たなCEOを任命した。,基本単語
0812,,sweep,動,/ˈswip/,[動] （床など）を掃く,,My grandmother was using a broom to sweep the dust off the floor when we visited her.,私たちが祖母を訪ねたとき，祖母はほうきをで床のほこりを掃いていた。,基本単語
